order_id,order_date,ship_date,ship_mode
CA-2019-151498,2019-04-21,2019-04-24,First Class
CA-2019-137939,2019-07-20,2019-07-23,Second Class
US-2019-117793,2019-08-23,2019-08-29,Standard Class
CA-2019-133872,2019-06-14,2019-06-17,First Class
US-2018-165743,2018-11-20,2018-11-23,Second Class
US-2020-105998,2020-11-03,2020-11-05,First Class
US-2017-148194,2017-05-04,2017-05-07,First Class
US-2018-151407,2018-11-08,2018-11-12,Standard Class
CA-2018-110870,2018-12-12,2018-12-15,First Class
CA-2017-143210,2017-12-01,2017-12-03,First Class
CA-2019-139808,2019-10-07,2019-10-11,Standard Class
CA-2018-110863,2018-11-17,2018-11-24,Standard Class
CA-2017-127859,2017-03-17,2017-03-20,Second Class
US-2018-136427,2018-06-20,2018-06-23,First Class
CA-2020-120168,2020-05-25,2020-05-25,Same Day
US-2017-131870,2017-09-09,2017-09-11,First Class
CA-2020-114804,2020-10-17,2020-10-19,Second Class
CA-2020-167227,2020-11-02,2020-11-05,First Class
CA-2017-129189,2017-07-21,2017-07-25,Standard Class
CA-2018-132465,2018-09-11,2018-09-15,Second Class
CA-2019-166373,2019-10-21,2019-10-25,Standard Class
CA-2019-158806,2019-01-07,2019-01-11,Standard Class
CA-2018-119690,2018-06-25,2018-06-28,First Class
CA-2018-153738,2018-09-20,2018-09-22,First Class
CA-2020-169012,2020-07-10,2020-07-14,Standard Class
CA-2020-109393,2020-06-30,2020-07-02,Second Class
CA-2020-121489,2020-08-21,2020-08-25,Second Class
US-2020-133081,2020-03-11,2020-03-15,Standard Class
CA-2020-165008,2020-09-15,2020-09-17,Second Class
CA-2019-145611,2019-09-20,2019-09-24,Standard Class
CA-2019-113600,2019-12-15,2019-12-17,Second Class
CA-2020-130834,2020-11-03,2020-11-06,Second Class
CA-2019-168543,2019-07-03,2019-07-07,Standard Class
CA-2017-144974,2017-09-26,2017-09-30,Standard Class
CA-2017-109904,2017-07-14,2017-07-17,Second Class
CA-2020-152205,2020-09-28,2020-10-05,Standard Class
CA-2018-121188,2018-08-28,2018-09-04,Standard Class
CA-2018-156013,2018-09-20,2018-09-26,Standard Class
CA-2019-132997,2019-11-07,2019-11-09,First Class
US-2018-160563,2018-10-20,2018-10-24,Standard Class
CA-2020-151750,2020-01-01,2020-01-05,Standard Class
CA-2018-106187,2018-06-23,2018-06-29,Standard Class
US-2019-164945,2019-11-22,2019-11-27,Standard Class
CA-2018-150714,2018-10-26,2018-11-01,Standard Class
CA-2019-105753,2019-10-20,2019-10-26,Standard Class
CA-2020-120894,2020-04-28,2020-05-02,Standard Class
CA-2019-106621,2019-09-29,2019-10-01,Second Class
CA-2018-107020,2018-07-10,2018-07-14,Standard Class
US-2018-117492,2018-08-07,2018-08-09,First Class
CA-2017-101392,2017-12-07,2017-12-13,Standard Class
CA-2018-127502,2018-12-10,2018-12-14,Standard Class
CA-2020-143658,2020-11-08,2020-11-13,Second Class
CA-2020-133046,2020-07-27,2020-08-01,Second Class
CA-2020-122798,2020-12-28,2021-01-01,Standard Class
CA-2019-169663,2019-03-10,2019-03-13,First Class
CA-2018-149846,2018-05-22,2018-05-26,Standard Class
CA-2020-159149,2020-02-17,2020-02-19,First Class
US-2020-167570,2020-12-08,2020-12-15,Standard Class
CA-2020-160122,2020-11-18,2020-11-23,Standard Class
CA-2019-130393,2019-12-01,2019-12-03,Second Class
CA-2020-144820,2020-10-03,2020-10-07,Second Class
CA-2020-101014,2020-08-29,2020-09-04,Standard Class
CA-2020-105543,2020-11-24,2020-11-24,Same Day
US-2020-113201,2020-06-30,2020-07-05,Standard Class
US-2020-106551,2020-07-22,2020-07-27,Standard Class
CA-2019-116722,2019-11-11,2019-11-16,Standard Class
CA-2017-138128,2017-12-09,2017-12-15,Standard Class
US-2020-150070,2020-09-07,2020-09-12,Standard Class
CA-2018-137064,2018-02-06,2018-02-13,Standard Class
CA-2020-157350,2020-08-26,2020-09-01,Standard Class
CA-2017-127866,2017-07-20,2017-07-23,First Class
CA-2018-131352,2018-10-08,2018-10-13,Standard Class
CA-2018-121776,2018-02-16,2018-02-21,Standard Class
CA-2019-118073,2019-08-12,2019-08-16,Standard Class
CA-2017-103219,2017-11-09,2017-11-13,Standard Class
CA-2019-102561,2019-07-18,2019-07-22,Standard Class
CA-2019-100993,2019-02-05,2019-02-10,Standard Class
US-2017-112949,2017-06-20,2017-06-27,Standard Class
US-2020-146822,2020-06-09,2020-06-14,Standard Class
US-2019-131058,2019-12-27,2019-12-31,Standard Class
CA-2017-167997,2017-01-26,2017-01-29,First Class
CA-2020-140151,2020-03-23,2020-03-25,First Class
US-2020-143770,2020-03-20,2020-03-24,Standard Class
CA-2019-131296,2019-10-04,2019-10-09,Standard Class
CA-2019-103464,2019-11-18,2019-11-22,Standard Class
CA-2020-136238,2020-12-26,2021-01-01,Standard Class
CA-2019-120803,2019-03-09,2019-03-13,Standard Class
CA-2019-134138,2019-02-16,2019-02-20,Standard Class
CA-2018-120915,2018-09-28,2018-10-03,Second Class
CA-2018-168207,2018-11-02,2018-11-06,Standard Class
CA-2019-144148,2019-07-31,2019-08-05,Standard Class
CA-2020-107174,2020-11-06,2020-11-13,Standard Class
CA-2019-146150,2019-02-14,2019-02-19,Standard Class
CA-2017-114125,2017-07-09,2017-07-13,Standard Class
CA-2019-114944,2019-01-30,2019-02-04,Standard Class
CA-2019-135965,2019-09-22,2019-09-25,First Class
CA-2020-149699,2020-12-22,2020-12-24,First Class
CA-2019-166429,2019-09-02,2019-09-08,Standard Class
CA-2018-112767,2018-08-02,2018-08-06,Standard Class
CA-2018-119879,2018-11-21,2018-11-25,Standard Class
CA-2020-155642,2020-05-18,2020-05-22,Standard Class
US-2020-101721,2020-07-23,2020-07-27,Standard Class
CA-2018-136728,2018-09-13,2018-09-17,Second Class
CA-2019-127194,2019-12-10,2019-12-16,Standard Class
CA-2018-140375,2018-10-02,2018-10-05,Second Class
US-2020-155866,2020-11-17,2020-11-21,Standard Class
CA-2018-141327,2018-11-30,2018-12-03,First Class
CA-2018-136700,2018-12-06,2018-12-11,Second Class
CA-2020-102736,2020-09-05,2020-09-09,Standard Class
CA-2020-125269,2020-04-24,2020-04-30,Standard Class
CA-2018-114811,2018-11-08,2018-11-08,Same Day
CA-2018-122266,2018-04-26,2018-04-30,Standard Class
CA-2018-141565,2018-09-20,2018-09-24,Standard Class
CA-2020-128769,2020-09-07,2020-09-12,Standard Class
CA-2019-116337,2019-11-07,2019-11-12,Standard Class
CA-2018-120845,2018-09-25,2018-10-02,Standard Class
CA-2017-120775,2017-10-03,2017-10-07,Standard Class
CA-2017-152905,2017-02-18,2017-02-24,Standard Class
CA-2019-104633,2019-06-12,2019-06-16,Standard Class
CA-2020-104136,2020-11-01,2020-11-04,Second Class
CA-2019-123050,2019-04-04,2019-04-08,Second Class
CA-2019-162355,2019-06-30,2019-07-02,Second Class
CA-2017-158225,2017-09-22,2017-09-28,Standard Class
CA-2020-102204,2020-05-01,2020-05-06,Standard Class
CA-2020-103065,2020-10-20,2020-10-20,Same Day
CA-2017-109855,2017-09-01,2017-09-05,Standard Class
CA-2017-109897,2017-08-12,2017-08-16,Standard Class
US-2017-143581,2017-08-19,2017-08-23,Standard Class
CA-2018-129217,2018-05-10,2018-05-10,Same Day
CA-2019-133816,2019-05-10,2019-05-13,Second Class
CA-2018-140221,2018-03-05,2018-03-09,Second Class
CA-2020-152310,2020-08-12,2020-08-19,Standard Class
CA-2019-118101,2019-06-26,2019-06-26,Same Day
CA-2019-100307,2019-12-15,2019-12-19,Standard Class
CA-2018-138457,2018-09-13,2018-09-17,Standard Class
CA-2017-131800,2017-12-30,2018-01-04,Standard Class
CA-2017-118304,2017-04-29,2017-05-04,Standard Class
CA-2020-121790,2020-01-30,2020-02-06,Standard Class
CA-2019-169670,2019-12-25,2019-12-31,Standard Class
CA-2019-139549,2019-10-20,2019-10-25,Standard Class
CA-2018-104059,2018-06-13,2018-06-15,Second Class
CA-2020-164112,2020-06-30,2020-07-04,Standard Class
CA-2018-143882,2018-06-26,2018-06-30,Standard Class
US-2019-139262,2019-02-21,2019-02-25,Standard Class
CA-2020-146192,2020-04-22,2020-04-26,Standard Class
CA-2020-134810,2020-05-09,2020-05-10,First Class
CA-2018-154284,2018-12-21,2018-12-26,Second Class
CA-2017-156244,2017-08-12,2017-08-16,Standard Class
CA-2018-106362,2018-12-11,2018-12-15,Standard Class
US-2020-168802,2020-11-03,2020-11-07,Standard Class
US-2020-146906,2020-03-13,2020-03-17,Standard Class
CA-2019-166380,2019-05-30,2019-06-03,Standard Class
US-2018-158911,2018-07-05,2018-07-11,Standard Class
US-2017-103338,2017-03-11,2017-03-15,Standard Class
CA-2018-109169,2018-04-20,2018-04-24,Standard Class
US-2020-167318,2020-07-26,2020-08-01,Standard Class
US-2017-120313,2017-10-31,2017-11-02,Second Class
CA-2020-135419,2020-11-03,2020-11-09,Standard Class
CA-2019-128671,2019-08-11,2019-08-16,Standard Class
CA-2019-149335,2019-07-25,2019-07-25,Same Day
CA-2017-168312,2017-03-01,2017-03-07,Standard Class
US-2020-105935,2020-01-26,2020-01-31,Standard Class
CA-2017-161508,2017-07-12,2017-07-16,Standard Class
CA-2020-130904,2020-04-11,2020-04-16,Standard Class
CA-2020-133620,2020-11-13,2020-11-18,Standard Class
CA-2018-142937,2018-12-05,2018-12-06,First Class
US-2019-149790,2019-09-26,2019-10-01,Standard Class
CA-2019-130778,2019-11-19,2019-11-25,Standard Class
CA-2020-144456,2020-09-08,2020-09-09,First Class
CA-2020-103478,2020-07-21,2020-07-24,Second Class
CA-2020-118577,2020-10-06,2020-10-11,Standard Class
CA-2020-113572,2020-11-07,2020-11-11,Standard Class
CA-2019-153269,2019-03-09,2019-03-12,First Class
CA-2020-161655,2020-05-13,2020-05-18,Second Class
CA-2019-101469,2019-07-02,2019-07-08,Standard Class
CA-2017-153087,2017-12-27,2018-01-03,Standard Class
CA-2020-135076,2020-04-13,2020-04-17,Standard Class
CA-2017-161634,2017-11-14,2017-11-20,Standard Class
CA-2020-141481,2020-06-11,2020-06-14,First Class
CA-2019-132549,2019-11-25,2019-11-30,Standard Class
US-2017-155544,2017-03-21,2017-03-25,Standard Class
US-2018-115238,2018-04-30,2018-05-04,Standard Class
CA-2020-132199,2020-05-03,2020-05-08,Standard Class
CA-2019-163174,2019-08-26,2019-08-30,Standard Class
CA-2017-110555,2017-04-11,2017-04-18,Standard Class
CA-2020-147207,2020-01-02,2020-01-04,Second Class
CA-2020-137631,2020-04-28,2020-05-02,Standard Class
CA-2020-157273,2020-01-30,2020-02-02,First Class
CA-2017-109918,2017-09-07,2017-09-12,Second Class
CA-2019-118745,2019-06-11,2019-06-16,Standard Class
CA-2019-163972,2019-10-17,2019-10-21,Standard Class
CA-2017-165393,2017-12-27,2017-12-30,First Class
CA-2019-113726,2019-11-24,2019-12-01,Standard Class
CA-2019-152940,2019-11-10,2019-11-13,First Class
CA-2018-158701,2018-01-05,2018-01-10,Standard Class
CA-2020-156272,2020-03-21,2020-03-27,Standard Class
CA-2018-162964,2018-11-12,2018-11-18,Standard Class
CA-2017-103527,2017-09-09,2017-09-14,Second Class
CA-2019-134544,2019-03-17,2019-03-19,Second Class
CA-2019-163048,2019-02-08,2019-02-15,Standard Class
CA-2019-145135,2019-11-26,2019-11-28,First Class
CA-2020-137582,2020-09-04,2020-09-08,Standard Class
CA-2018-149601,2018-05-28,2018-06-03,Standard Class
CA-2017-139423,2017-11-01,2017-11-05,Standard Class
CA-2019-102596,2019-12-27,2019-12-30,First Class
CA-2020-153227,2020-12-04,2020-12-06,First Class
CA-2020-110625,2020-12-23,2020-12-30,Standard Class
CA-2019-142594,2019-12-01,2019-12-06,Second Class
CA-2017-152254,2017-06-30,2017-06-30,Same Day
US-2017-120236,2017-09-03,2017-09-04,First Class
CA-2020-120061,2020-11-02,2020-11-07,Second Class
CA-2018-133837,2018-04-13,2018-04-18,Standard Class
CA-2018-110814,2018-12-05,2018-12-09,Second Class
CA-2019-154067,2019-02-01,2019-02-07,Standard Class
CA-2020-140480,2020-07-08,2020-07-12,Standard Class
CA-2018-134082,2018-12-11,2018-12-17,Standard Class
CA-2019-130820,2019-11-15,2019-11-15,Same Day
CA-2019-159765,2019-05-09,2019-05-12,Second Class
CA-2020-132290,2020-03-10,2020-03-14,Standard Class
CA-2019-147109,2019-12-17,2019-12-21,Standard Class
CA-2020-107265,2020-04-06,2020-04-12,Standard Class
CA-2020-118199,2020-05-09,2020-05-11,First Class
CA-2020-150091,2020-10-12,2020-10-16,Standard Class
CA-2019-137652,2019-08-28,2019-08-30,First Class
CA-2018-128356,2018-10-02,2018-10-07,Standard Class
CA-2020-167017,2020-11-23,2020-11-25,First Class
US-2020-132220,2020-11-12,2020-11-16,Standard Class
CA-2019-118129,2019-12-19,2019-12-21,Second Class
US-2017-113124,2017-03-30,2017-04-05,Standard Class
CA-2020-155621,2020-11-08,2020-11-13,Standard Class
US-2017-127635,2017-09-14,2017-09-18,Second Class
CA-2018-151470,2018-09-20,2018-09-26,Standard Class
CA-2018-112823,2018-12-10,2018-12-16,Standard Class
CA-2017-108861,2017-05-28,2017-06-01,Standard Class
CA-2020-114370,2020-03-14,2020-03-17,Second Class
CA-2019-158302,2019-12-08,2019-12-12,Second Class
CA-2020-145779,2020-05-06,2020-05-10,Standard Class
US-2019-155173,2019-03-06,2019-03-10,Standard Class
CA-2020-125451,2020-10-23,2020-10-24,First Class
CA-2017-131387,2017-04-28,2017-04-30,First Class
CA-2019-125087,2019-04-18,2019-04-23,Standard Class
CA-2019-154081,2019-05-22,2019-05-29,Standard Class
US-2020-118556,2020-05-28,2020-06-02,Second Class
CA-2017-126200,2017-08-25,2017-08-29,Standard Class
CA-2017-146500,2017-08-30,2017-09-04,Standard Class
CA-2018-169537,2018-09-03,2018-09-07,Second Class
CA-2017-100881,2017-03-28,2017-04-01,Standard Class
CA-2018-144043,2018-05-10,2018-05-15,Standard Class
CA-2018-116512,2018-04-09,2018-04-14,Standard Class
CA-2018-101000,2018-04-09,2018-04-14,Standard Class
CA-2019-168557,2019-09-19,2019-09-23,Standard Class
US-2019-164196,2019-11-11,2019-11-17,Standard Class
US-2020-132031,2020-04-23,2020-04-27,Standard Class
CA-2018-169733,2018-10-22,2018-10-26,Second Class
CA-2020-169404,2020-04-09,2020-04-14,Standard Class
CA-2020-134880,2020-10-27,2020-11-01,Standard Class
CA-2018-145758,2018-10-30,2018-10-30,Same Day
CA-2020-158736,2020-12-18,2020-12-24,Standard Class
US-2019-119270,2019-03-12,2019-03-16,Standard Class
CA-2017-109890,2017-07-21,2017-07-27,Standard Class
CA-2019-138583,2019-05-24,2019-05-28,Standard Class
US-2020-118535,2020-02-11,2020-02-15,Standard Class
CA-2019-126284,2019-09-20,2019-09-24,Standard Class
CA-2020-142391,2020-09-24,2020-09-24,Same Day
CA-2020-124716,2020-03-27,2020-03-31,Standard Class
CA-2019-158841,2019-02-02,2019-02-04,Second Class
CA-2020-106824,2020-07-07,2020-07-11,Standard Class
CA-2018-109190,2018-10-23,2018-10-28,Standard Class
CA-2019-143154,2019-12-02,2019-12-08,Standard Class
CA-2017-169061,2017-03-05,2017-03-08,Second Class
CA-2018-102316,2018-03-01,2018-03-03,Second Class
CA-2017-164903,2017-02-20,2017-02-24,Standard Class
CA-2019-109400,2019-05-02,2019-05-06,Standard Class
CA-2019-130400,2019-03-08,2019-03-12,Standard Class
CA-2018-135853,2018-12-11,2018-12-14,First Class
CA-2019-103359,2019-12-22,2019-12-26,Standard Class
CA-2019-144645,2019-02-02,2019-02-08,Standard Class
CA-2020-141614,2020-06-05,2020-06-09,Standard Class
CA-2018-122168,2018-08-21,2018-08-26,Standard Class
CA-2019-132899,2019-04-07,2019-04-11,Standard Class
CA-2020-149720,2020-06-04,2020-06-07,Second Class
CA-2020-118003,2020-12-04,2020-12-10,Standard Class
CA-2019-141887,2019-01-11,2019-01-15,Standard Class
US-2019-160206,2019-04-01,2019-04-07,Standard Class
CA-2020-133074,2020-09-21,2020-09-25,Standard Class
CA-2020-161172,2020-03-16,2020-03-16,Same Day
CA-2020-137624,2020-11-10,2020-11-17,Standard Class
CA-2019-156748,2019-11-30,2019-12-06,Standard Class
CA-2018-169677,2018-01-13,2018-01-15,Second Class
US-2017-163146,2017-05-16,2017-05-20,Standard Class
CA-2018-157343,2018-06-07,2018-06-11,Standard Class
CA-2020-147354,2020-03-09,2020-03-13,Standard Class
CA-2018-157287,2018-12-22,2018-12-23,First Class
CA-2017-137575,2017-08-06,2017-08-11,Standard Class
CA-2019-119074,2019-03-27,2019-03-31,Standard Class
CA-2018-149566,2018-12-05,2018-12-10,Standard Class
CA-2018-126186,2018-09-11,2018-09-12,First Class
CA-2018-121132,2018-07-17,2018-07-24,Standard Class
CA-2017-140473,2017-05-30,2017-06-03,Standard Class
US-2020-102904,2020-11-13,2020-11-20,Standard Class
CA-2019-102092,2019-12-09,2019-12-11,First Class
CA-2018-117884,2018-03-22,2018-03-22,Same Day
CA-2019-132829,2019-12-23,2019-12-26,Second Class
CA-2019-123540,2019-04-02,2019-04-06,Second Class
US-2020-108315,2020-04-30,2020-05-04,Standard Class
CA-2019-134110,2019-11-17,2019-11-18,First Class
US-2019-136581,2019-11-10,2019-11-12,First Class
CA-2019-162390,2019-12-06,2019-12-12,Standard Class
CA-2019-162222,2019-04-03,2019-04-03,Same Day
CA-2017-121629,2017-11-28,2017-12-02,Standard Class
CA-2018-164623,2018-10-20,2018-10-22,First Class
CA-2017-159849,2017-09-19,2017-09-19,Same Day
CA-2020-101273,2020-08-27,2020-08-30,Second Class
CA-2020-106747,2020-07-03,2020-07-04,First Class
CA-2020-146164,2020-12-22,2020-12-26,Standard Class
CA-2019-111605,2019-12-27,2020-01-02,Standard Class
CA-2017-130673,2017-05-20,2017-05-22,Second Class
CA-2017-104808,2017-02-04,2017-02-08,Second Class
US-2020-132927,2020-12-09,2020-12-15,Standard Class
CA-2020-162015,2020-07-11,2020-07-18,Standard Class
CA-2018-138492,2018-05-15,2018-05-22,Standard Class
CA-2020-145338,2020-01-29,2020-02-01,First Class
CA-2020-126676,2020-09-29,2020-10-01,First Class
CA-2020-101700,2020-04-23,2020-04-26,First Class
CA-2020-159667,2020-11-09,2020-11-13,Standard Class
CA-2017-111934,2017-05-05,2017-05-07,First Class
US-2019-117387,2019-10-27,2019-10-31,Standard Class
CA-2017-141110,2017-11-26,2017-12-01,Standard Class
US-2017-133949,2017-12-31,2017-12-31,Same Day
US-2019-116365,2019-01-03,2019-01-08,Standard Class
CA-2020-162936,2020-08-18,2020-08-22,Standard Class
CA-2017-151946,2017-06-04,2017-06-09,Standard Class
CA-2020-123624,2020-11-13,2020-11-17,Second Class
CA-2019-146437,2019-01-28,2019-02-01,Second Class
CA-2019-138233,2019-11-09,2019-11-14,Standard Class
CA-2019-165918,2019-09-10,2019-09-14,Standard Class
CA-2020-117513,2020-03-03,2020-03-08,Standard Class
CA-2020-132437,2020-09-08,2020-09-13,Second Class
US-2020-119319,2020-11-06,2020-11-09,Second Class
CA-2020-104318,2020-05-13,2020-05-18,Standard Class
US-2019-114230,2019-11-27,2019-12-01,Standard Class
CA-2018-136147,2018-11-13,2018-11-18,Standard Class
CA-2018-156118,2018-12-08,2018-12-12,Standard Class
CA-2018-164084,2018-09-07,2018-09-12,Standard Class
CA-2019-107783,2019-07-28,2019-07-29,First Class
CA-2020-159793,2020-08-25,2020-08-29,Standard Class
CA-2017-160094,2017-04-30,2017-05-02,First Class
CA-2020-151281,2020-04-27,2020-05-02,Standard Class
CA-2020-118346,2020-07-23,2020-07-24,First Class
CA-2017-129819,2017-12-13,2017-12-15,Second Class
US-2020-148551,2020-01-12,2020-01-16,Standard Class
CA-2020-147767,2020-12-02,2020-12-02,Same Day
CA-2018-108259,2018-11-08,2018-11-15,Standard Class
CA-2019-113341,2019-11-25,2019-11-29,Standard Class
US-2018-131842,2018-12-05,2018-12-08,First Class
CA-2019-164574,2019-07-29,2019-08-03,Standard Class
CA-2017-142769,2017-09-13,2017-09-13,Same Day
CA-2019-168361,2019-06-21,2019-06-25,Standard Class
CA-2019-153185,2019-09-03,2019-09-08,Standard Class
CA-2020-124765,2020-11-25,2020-11-30,Standard Class
CA-2018-131856,2018-05-12,2018-05-17,Standard Class
CA-2020-126634,2020-03-30,2020-04-01,Second Class
CA-2019-118500,2019-11-17,2019-11-18,First Class
CA-2019-163951,2019-12-30,2020-01-02,First Class
CA-2019-149916,2019-12-22,2019-12-24,Second Class
CA-2018-158918,2018-12-20,2018-12-25,Second Class
US-2017-159611,2017-12-27,2018-01-01,Second Class
CA-2020-163265,2020-02-16,2020-02-21,Standard Class
CA-2020-141705,2020-10-24,2020-10-26,First Class
CA-2019-112739,2019-09-02,2019-09-07,Second Class
CA-2019-143805,2019-12-01,2019-12-03,Second Class
CA-2017-133634,2017-11-05,2017-11-10,Standard Class
CA-2020-101665,2020-11-25,2020-12-01,Standard Class
CA-2019-155446,2019-12-16,2019-12-23,Standard Class
CA-2020-137323,2020-11-14,2020-11-18,Second Class
CA-2019-144015,2019-06-26,2019-06-26,Same Day
CA-2017-101427,2017-12-26,2017-12-30,Standard Class
CA-2019-136770,2019-08-14,2019-08-18,Standard Class
CA-2019-118311,2019-10-24,2019-10-28,Standard Class
US-2017-112795,2017-08-23,2017-08-28,Second Class
CA-2020-127096,2020-09-15,2020-09-17,Second Class
CA-2020-119284,2020-06-15,2020-06-20,Standard Class
CA-2018-133494,2018-03-01,2018-03-05,Standard Class
CA-2019-111318,2019-07-23,2019-07-26,First Class
US-2017-132745,2017-10-01,2017-10-05,Standard Class
CA-2017-146815,2017-09-08,2017-09-13,Standard Class
CA-2017-119144,2017-11-16,2017-11-18,First Class
CA-2017-105648,2017-03-03,2017-03-07,Standard Class
US-2018-145422,2018-12-03,2018-12-07,Standard Class
CA-2020-136623,2020-07-11,2020-07-16,Standard Class
CA-2020-121678,2020-11-16,2020-11-20,Second Class
CA-2019-120824,2019-06-12,2019-06-16,Second Class
US-2019-135209,2019-12-29,2019-12-31,Second Class
CA-2020-148145,2020-03-18,2020-03-23,Standard Class
CA-2018-103870,2018-12-27,2018-12-31,Standard Class
CA-2018-111017,2018-07-31,2018-08-06,Standard Class
CA-2020-116988,2020-06-27,2020-06-29,Second Class
US-2017-169390,2017-02-07,2017-02-10,Second Class
CA-2019-168774,2019-09-04,2019-09-09,Standard Class
CA-2020-161592,2020-04-06,2020-04-10,Standard Class
US-2020-131961,2020-12-08,2020-12-11,First Class
CA-2019-102498,2019-07-24,2019-07-25,First Class
CA-2018-113222,2018-11-09,2018-11-09,Same Day
US-2018-144771,2018-10-02,2018-10-04,First Class
CA-2018-162376,2018-11-22,2018-11-25,Second Class
CA-2020-128076,2020-02-02,2020-02-07,Standard Class
US-2018-163825,2018-06-16,2018-06-19,First Class
CA-2019-105662,2019-05-05,2019-05-09,Standard Class
CA-2020-152198,2020-09-09,2020-09-10,First Class
CA-2019-114307,2019-07-22,2019-07-26,Standard Class
CA-2019-159891,2019-01-31,2019-02-06,Standard Class
CA-2019-112578,2019-12-29,2020-01-02,Standard Class
CA-2018-107083,2018-11-21,2018-11-27,Standard Class
CA-2018-151722,2018-10-05,2018-10-09,Standard Class
CA-2019-151148,2019-09-12,2019-09-13,Same Day
CA-2020-115882,2020-09-14,2020-09-17,First Class
CA-2018-132276,2018-02-23,2018-02-28,Standard Class
CA-2019-163636,2019-12-05,2019-12-09,Second Class
CA-2019-102813,2019-07-02,2019-07-03,First Class
CA-2020-135377,2020-12-13,2020-12-18,Standard Class
CA-2018-165813,2018-03-20,2018-03-22,Second Class
CA-2018-133585,2018-03-01,2018-03-04,First Class
CA-2019-116911,2019-09-15,2019-09-20,Standard Class
US-2020-129224,2020-03-17,2020-03-23,Standard Class
CA-2020-145765,2020-05-28,2020-06-02,Standard Class
CA-2020-126914,2020-06-15,2020-06-19,Standard Class
CA-2018-169572,2018-09-06,2018-09-12,Standard Class
CA-2020-162075,2020-03-18,2020-03-24,Standard Class
CA-2017-162992,2017-12-19,2017-12-21,First Class
CA-2019-106397,2019-07-07,2019-07-13,Standard Class
US-2019-150140,2019-04-06,2019-04-10,Standard Class
CA-2017-116666,2017-05-08,2017-05-10,First Class
CA-2020-148992,2020-11-23,2020-11-27,Standard Class
CA-2019-140935,2019-11-10,2019-11-12,First Class
CA-2017-157644,2017-12-31,2018-01-01,First Class
US-2020-100398,2020-08-19,2020-08-23,Standard Class
CA-2019-113082,2019-09-12,2019-09-16,Standard Class
US-2020-110646,2020-10-26,2020-10-31,Standard Class
CA-2020-120614,2020-05-30,2020-06-04,Standard Class
US-2019-140172,2019-03-08,2019-03-13,Standard Class
CA-2018-127754,2018-07-26,2018-07-31,Standard Class
CA-2018-144274,2018-11-23,2018-11-25,Second Class
CA-2018-142930,2018-11-28,2018-12-02,Standard Class
CA-2020-100622,2020-11-03,2020-11-07,Standard Class
CA-2020-117156,2020-03-21,2020-03-23,Second Class
CA-2018-115399,2018-12-19,2018-12-22,First Class
US-2017-157847,2017-04-02,2017-04-06,Second Class
CA-2018-115168,2018-06-05,2018-06-09,Standard Class
CA-2017-109680,2017-10-06,2017-10-09,First Class
CA-2019-167983,2019-08-21,2019-08-24,Second Class
CA-2018-145324,2018-11-15,2018-11-19,Standard Class
CA-2018-153423,2018-06-22,2018-06-27,Standard Class
US-2020-132675,2020-09-24,2020-09-28,Standard Class
CA-2017-153808,2017-04-06,2017-04-10,Second Class
US-2019-112396,2019-02-09,2019-02-13,Standard Class
CA-2017-141173,2017-11-18,2017-11-20,Second Class
CA-2020-156664,2020-12-18,2020-12-23,Standard Class
CA-2018-140718,2018-07-02,2018-07-04,First Class
CA-2017-119977,2017-10-08,2017-10-13,Second Class
US-2018-115343,2018-09-22,2018-09-25,First Class
CA-2020-163671,2020-12-24,2020-12-30,Standard Class
CA-2020-135909,2020-10-13,2020-10-20,Standard Class
US-2020-114356,2020-08-20,2020-08-26,Standard Class
CA-2018-125934,2018-09-11,2018-09-18,Standard Class
CA-2018-158148,2018-12-20,2018-12-26,Standard Class
CA-2017-120411,2017-09-20,2017-09-23,First Class
CA-2019-158260,2019-11-04,2019-11-08,Standard Class
CA-2020-101805,2020-12-01,2020-12-06,Standard Class
US-2017-105137,2017-10-10,2017-10-10,Same Day
CA-2020-142489,2020-11-14,2020-11-16,Second Class
US-2019-141264,2019-08-13,2019-08-19,Standard Class
CA-2020-126928,2020-09-17,2020-09-23,Standard Class
US-2018-107944,2018-03-23,2018-03-25,First Class
CA-2019-135594,2019-06-30,2019-07-03,Second Class
US-2020-115252,2020-10-20,2020-10-25,Standard Class
CA-2017-107398,2017-08-25,2017-08-30,Standard Class
CA-2017-169642,2017-07-27,2017-07-30,Second Class
CA-2020-103968,2020-12-01,2020-12-07,Standard Class
CA-2019-147256,2019-10-17,2019-10-21,Second Class
CA-2019-162159,2019-09-16,2019-09-18,First Class
CA-2018-111038,2018-12-01,2018-12-06,Standard Class
CA-2017-124723,2017-08-05,2017-08-12,Standard Class
CA-2019-167241,2019-08-15,2019-08-22,Standard Class
CA-2018-163237,2018-08-07,2018-08-09,Second Class
CA-2019-150483,2019-05-31,2019-06-04,Standard Class
US-2019-126431,2019-07-01,2019-07-01,Same Day
CA-2019-139934,2019-12-18,2019-12-20,First Class
CA-2018-109603,2018-01-26,2018-02-01,Standard Class
CA-2020-160661,2020-10-28,2020-11-01,Standard Class
CA-2020-102610,2020-11-04,2020-11-08,Standard Class
US-2019-144057,2019-05-09,2019-05-13,Standard Class
CA-2017-160276,2017-04-02,2017-04-08,Standard Class
CA-2017-132983,2017-04-28,2017-05-03,Standard Class
CA-2019-145709,2019-10-04,2019-10-08,Standard Class
